text1,text2,label
Página web segura bloqueada,Bloquea una página HTTPS que necesito usar,1
Página web segura bloqueada,¿Cómo desactivo el bloqueo de seguridad para una página específica?,1
Página web segura bloqueada,Mi equipo considera una web segura como amenaza y la bloquea ¿qué hago?,1
Página web segura bloqueada,No puedo imprimir desde mi equipo,0
Página web segura bloqueada,Se ha bloqueado mi cuenta de Windows,0
Página web segura bloqueada,No abre la aplicación Avalon en el TPV,0
Página web segura bloqueada,No tengo acceso a la VPN de la empresa,0
Página web segura bloqueada,Mi PC no detecta la red Wi-Fi,0
Página web segura bloqueada,La impresora no aparece en el listado del sistema,0
Página web segura bloqueada,No puedo acceder a GsBase ni a otras herramientas,0
Página web segura bloqueada,El lector de pasaportes no está funcionando,0
Página web segura bloqueada,Tengo problemas para cambiar la contraseña de mi equipo,0
Página web segura bloqueada,No funciona el correo corporativo en Gmail,0
Problemas al cargar página web o errores de certificados digitales,Me da error de certificado cuando intento entrar a una página,1
Problemas al cargar página web o errores de certificados digitales,El navegador dice que la conexión no es segura y no carga la web,1
Problemas al cargar página web o errores de certificados digitales,Tengo problemas para abrir una página por un aviso de seguridad,1
Problemas al cargar página web o errores de certificados digitales,No se puede acceder al sitio aparece un mensaje sobre certificado inválido,1
Problemas al cargar página web o errores de certificados digitales,Me sale una advertencia de que el certificado ha expirado,1
Problemas al cargar página web o errores de certificados digitales,No puedo entrar a una web porque dice que hay un problema con el certificado digital,1
Problemas al cargar página web o errores de certificados digitales,Aparece un error tipo SSL cuando intento cargar una página,1
Problemas al cargar página web o errores de certificados digitales,La página no carga por un problema de seguridad o autenticación,1
Problemas al cargar página web o errores de certificados digitales,¿Cómo soluciono un error de certificado en el navegador?,1
Problemas al cargar página web o errores de certificados digitales,Me bloquea una página por problemas con el cifrado o el certificado,1
Problemas al cargar página web o errores de certificados digitales,No puedo imprimir desde la impresora de red,0
Problemas al cargar página web o errores de certificados digitales,Se bloqueó mi cuenta de Windows y no puedo acceder,0
Problemas al cargar página web o errores de certificados digitales,No funciona Avalon en el terminal punto de venta,0
Problemas al cargar página web o errores de certificados digitales,No me conecta la VPN desde casa,0
Problemas al cargar página web o errores de certificados digitales,La red Wi-Fi no está disponible en esta ubicación,0
Problemas al cargar página web o errores de certificados digitales,No se reconoce el lector de documentos conectado,0
Problemas al cargar página web o errores de certificados digitales,No puedo cambiar la contraseña de mi equipo,0
Problemas al cargar página web o errores de certificados digitales,Mi ordenador no arranca y se queda en negro,0
Problemas al cargar página web o errores de certificados digitales,Tengo problemas para acceder a GsBase desde el servidor,0
Problemas al cargar página web o errores de certificados digitales,No recibo correos en la cuenta corporativa de Gmail,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,Me cambié de oficina y ahora no tengo Internet,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,No puedo conectarme al Wi-Fi desde esta sede,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,La red inalámbrica no funciona en esta ubicación,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,En la otra sede tenía Internet pero aquí no se conecta,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,Mi laptop no detecta la red Wi-Fi en esta oficina,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,No tengo acceso a Internet desde esta nueva ubicación,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,¿Por qué no me conecta el Wi-Fi al cambiar de sede?,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,Me moví a otra sala y perdí la conexión inalámbrica,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,El Wi-Fi no se conecta al llegar a esta parte del edificio,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,Cambié de sitio y ahora no tengo señal de Internet,1
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,No puedo acceder a la aplicación Avalon desde el TPV,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,El lector de pasaportes no funciona correctamente,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,Se bloqueó mi cuenta de usuario en Windows,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,Tengo problemas para imprimir en la impresora de red,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,No puedo restablecer la contraseña del correo corporativo,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,No se carga correctamente GsBase ni Conex,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,Me aparece un error de certificado al abrir una web,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,Mi equipo muestra una pantalla azul al arrancar,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,No me deja cambiar la contraseña de inicio de sesión,0
Sin conexión a Internet (Wi-Fi) al desplazarse a una sede diferente,No funciona la integración de Gemini con Google Drive,0
Problemas con Gemini para acceder o integrar herramientas de Google,No puedo usar Gemini con mi cuenta de Google,1
Problemas con Gemini para acceder o integrar herramientas de Google,Tengo fallos al conectar Gemini con Drive o Gmail,1
Problemas con Gemini para acceder o integrar herramientas de Google,Gemini no me deja acceder a mis archivos de Google,1
Problemas con Gemini para acceder o integrar herramientas de Google,No se integra bien Gemini con mis herramientas de Google Workspace,1
Problemas con Gemini para acceder o integrar herramientas de Google,Me da error cuando intento usar Gemini con Google Docs,1
Problemas con Gemini para acceder o integrar herramientas de Google,Gemini no está funcionando correctamente con las apps de Google,1
Problemas con Gemini para acceder o integrar herramientas de Google,No puedo vincular mi cuenta de Google con Gemini.,1
Problemas con Gemini para acceder o integrar herramientas de Google,Estoy teniendo problemas para usar Gemini junto a servicios de Google,1
Problemas con Gemini para acceder o integrar herramientas de Google,No me deja abrir documentos de Google desde Gemini,1
Problemas con Gemini para acceder o integrar herramientas de Google,Gemini y Google no se están comunicando bien no funciona la integración,1
Problemas con Gemini para acceder o integrar herramientas de Google,No puedo imprimir desde la impresora compartida,0
Problemas con Gemini para acceder o integrar herramientas de Google,Mi cuenta de Windows está bloqueada y no puedo entrar,0
Problemas con Gemini para acceder o integrar herramientas de Google,El lector de documentos no responde,0
Problemas con Gemini para acceder o integrar herramientas de Google,Tengo problemas de red en la nueva sede,0
Problemas con Gemini para acceder o integrar herramientas de Google,No carga la aplicación Avalon en el TPV,0
Problemas con Gemini para acceder o integrar herramientas de Google,No puedo acceder a GsBase desde el servidor,0
Problemas con Gemini para acceder o integrar herramientas de Google,No me conecta la VPN para entrar a los sistemas corporativos,0
Problemas con Gemini para acceder o integrar herramientas de Google,Me sale un error de certificado digital en una página web,0
Problemas con Gemini para acceder o integrar herramientas de Google,No me deja cambiar la contraseña de mi ordenador,0
Problemas con Gemini para acceder o integrar herramientas de Google,El sistema muestra una pantalla azul al iniciar,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No puedo entrar a las aplicaciones del trabajo como Sigrid o Sage,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),Las herramientas corporativas no cargan creo que es por la VPN,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),Estoy fuera de la oficina y no tengo acceso a Proxium ni a Avalon,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No me conecta la VPN y no puedo usar los programas de la empresa,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No tengo acceso remoto a Gsbase ni a otros sistemas internos,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),Desde casa no me abre ninguna herramienta corporativa,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),¿Por qué no puedo usar Sage si tengo la VPN activa?,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),Me da error al intentar conectarme a los servidores internos,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),Las plataformas del trabajo como Avalon o Sigrid no funcionan fuera de la red,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),Estoy conectado a la VPN pero no puedo acceder a las herramientas de la empresa,1
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No puedo imprimir en la impresora de red del departamento,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),Me aparece una pantalla azul al encender el ordenador,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No funciona el lector de pasaportes conectado a la tablet,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),Tengo errores al intentar abrir páginas web seguras,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No me deja cambiar la contraseña de mi equipo,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No funciona la integración de Gemini con Google Docs,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No puedo actualizar Windows en mi portátil,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),Mi cuenta de correo corporativo está bloqueada,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No se guarda la configuración de la impresora,0
Sin acceso a servidores o herramientas corporativas como Sigrid Proxium Avalon Gsbase o Sage (VPN),No tengo conexión Wi-Fi tras cambiar de sede,0
No puede conectar abrir o acceder a la aplicación Avalon,No me abre Avalon ¿puedes ayudarme?,1
No puede conectar abrir o acceder a la aplicación Avalon,Estoy intentando entrar a Avalon pero no se conecta,1
No puede conectar abrir o acceder a la aplicación Avalon,La aplicación Avalon no carga en mi equipo,1
No puede conectar abrir o acceder a la aplicación Avalon,No puedo acceder a Avalon desde mi sesión,1
No puede conectar abrir o acceder a la aplicación Avalon,Me da error cuando intento abrir Avalon,1
No puede conectar abrir o acceder a la aplicación Avalon,Avalon no funciona no sé si es mi red o la app,1
No puede conectar abrir o acceder a la aplicación Avalon,No consigo iniciar Avalon se queda bloqueado,1
No puede conectar abrir o acceder a la aplicación Avalon,La plataforma Avalon no responde cuando trato de usarla,1
No puede conectar abrir o acceder a la aplicación Avalon,Tengo problemas para entrar a Avalon no me deja avanzar,1
No puede conectar abrir o acceder a la aplicación Avalon,¿Por qué no puedo abrir Avalon hoy? Nunca me había pasado,1
No puede conectar abrir o acceder a la aplicación Avalon,No puedo imprimir desde la impresora de red del despacho,0
No puede conectar abrir o acceder a la aplicación Avalon,No me conecta la VPN desde casa,0
No puede conectar abrir o acceder a la aplicación Avalon,Tengo problemas con el lector de documentos del mostrador,0
No puede conectar abrir o acceder a la aplicación Avalon,No funciona el correo de Gmail corporativo,0
No puede conectar abrir o acceder a la aplicación Avalon,Mi equipo muestra una pantalla azul al encender,0
No puede conectar abrir o acceder a la aplicación Avalon,No tengo conexión Wi-Fi en esta sede,0
No puede conectar abrir o acceder a la aplicación Avalon,Se ha bloqueado mi cuenta de usuario en Windows,0
No puede conectar abrir o acceder a la aplicación Avalon,No puedo cambiar la contraseña del sistema,0
No puede conectar abrir o acceder a la aplicación Avalon,Me da error de certificado al abrir una página web,0
No puede conectar abrir o acceder a la aplicación Avalon,No tengo acceso a GsBase ni a otras herramientas,0
La impresora no está imprimiendo documentos o presenta fallo general,Mi impresora no imprime nada no sé qué le pasa,1
La impresora no está imprimiendo documentos o presenta fallo general,Mando documentos a imprimir pero no sale nada,1
La impresora no está imprimiendo documentos o presenta fallo general,La impresora está encendida pero no responde,1
La impresora no está imprimiendo documentos o presenta fallo general,No puedo imprimir la impresora parece tener un error,1
La impresora no está imprimiendo documentos o presenta fallo general,Intento imprimir y no pasa nada no da ningún aviso,1
La impresora no está imprimiendo documentos o presenta fallo general,La cola de impresión no avanza y la impresora no hace nada,1
La impresora no está imprimiendo documentos o presenta fallo general,Me da fallo al intentar imprimir cualquier documento,1
La impresora no está imprimiendo documentos o presenta fallo general,No hay forma de que la impresora funcione ya probé varias veces,1
La impresora no está imprimiendo documentos o presenta fallo general,La impresora está conectada pero no imprime ni un solo archivo,1
La impresora no está imprimiendo documentos o presenta fallo general,Algo le pasa a la impresora no imprime ni da señales de actividad,1
La impresora no está imprimiendo documentos o presenta fallo general,No puedo acceder a la aplicación Avalon desde el TPV,0
La impresora no está imprimiendo documentos o presenta fallo general,Me aparece un error de certificado en una página web,0
La impresora no está imprimiendo documentos o presenta fallo general,El lector de pasaportes no está funcionando correctamente,0
La impresora no está imprimiendo documentos o presenta fallo general,No tengo conexión Wi-Fi tras cambiar de sede,0
La impresora no está imprimiendo documentos o presenta fallo general,No me conecta la VPN para acceder a los sistemas internos,0
La impresora no está imprimiendo documentos o presenta fallo general,Tengo problemas con la integración de Gemini y Google Drive,0
La impresora no está imprimiendo documentos o presenta fallo general,No puedo cambiar la contraseña de mi cuenta en Windows,0
La impresora no está imprimiendo documentos o presenta fallo general,Mi cuenta de correo corporativo está bloqueada,0
La impresora no está imprimiendo documentos o presenta fallo general,No tengo acceso a GsBase ni a Conex,0
La impresora no está imprimiendo documentos o presenta fallo general,El ordenador muestra pantalla azul al iniciar,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),Avalon me da error cuando intento hacer un cierre de caja,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),No puedo completar una operación en Avalon algo falla,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),La TPV con Avalon no está registrando bien los cargos,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),Estoy teniendo problemas con Avalon al hacer ventas,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),No se puede cerrar el turno en Avalon sale un mensaje de error,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),Falla Avalon al cargar los importes en el sistema,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),El sistema Avalon se queda colgado cuando intento cobrar,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),Avalon no deja terminar correctamente el proceso de pago,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),Tengo errores con Avalon al registrar operaciones del día,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),No me deja continuar con el cobro en Avalon se bloquea la aplicación,1
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),No tengo conexión Wi-Fi en esta sede nueva,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),El lector de pasaportes no funciona al escanear,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),No puedo imprimir desde la impresora de red,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),No me deja acceder al correo de Gmail corporativo,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),Se bloqueó mi cuenta en el sistema Windows,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),Tengo problemas para conectar la VPN desde fuera,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),Me aparece un error de certificado digital en una web,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),No puedo acceder a GsBase ni a Conex,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),El sistema muestra pantalla azul al arrancar,0
Errores operativos al usar la aplicación Avalon (TPV cierres cargos),No funciona la integración entre Gemini y Google Calendar,0
TPV sin conexión de red o acceso a Avalon,El TPV no tiene conexión y no carga Avalon,1
TPV sin conexión de red o acceso a Avalon,No puedo usar la caja porque no se conecta a la red,1
TPV sin conexión de red o acceso a Avalon,Avalon no abre en el TPV parece que no hay Internet,1
TPV sin conexión de red o acceso a Avalon,El terminal de punto de venta no se conecta al sistema,1
TPV sin conexión de red o acceso a Avalon,No tengo acceso a Avalon desde el TPV ¿puede ser por la red,1
TPV sin conexión de red o acceso a Avalon,La caja está sin conexión y no puedo trabajar con Avalon,1
TPV sin conexión de red o acceso a Avalon,Me sale error de red al intentar abrir Avalon en el punto de venta,1
TPV sin conexión de red o acceso a Avalon,No se puede iniciar sesión en Avalon desde la TPV no hay red,1
TPV sin conexión de red o acceso a Avalon,No puedo operar con el TPV porque no accede a Avalon ni a la red,1
TPV sin conexión de red o acceso a Avalon,El sistema de ventas no responde creo que hay un problema de conexión,1
TPV sin conexión de red o acceso a Avalon,No puedo imprimir en la impresora de red compartida,0
TPV sin conexión de red o acceso a Avalon,El lector de documentos no está funcionando correctamente,0
TPV sin conexión de red o acceso a Avalon,Tengo problemas con el correo corporativo en Gmail,0
TPV sin conexión de red o acceso a Avalon,Me aparece un error de certificado al entrar en una web,0
TPV sin conexión de red o acceso a Avalon,No puedo cambiar la contraseña de mi cuenta en Windows,0
TPV sin conexión de red o acceso a Avalon,El ordenador no arranca y muestra una pantalla azul,0
TPV sin conexión de red o acceso a Avalon,No se reconoce la impresora en mi equipo,0
TPV sin conexión de red o acceso a Avalon,No tengo acceso a GsBase desde esta ubicación,0
TPV sin conexión de red o acceso a Avalon,No puedo iniciar sesión en Windows tras actualizar,0
TPV sin conexión de red o acceso a Avalon,El sistema Gemini no se conecta con Google Drive,0
Cuenta bloqueada (Windows aplicación específica BitLocker),No puedo entrar a mi cuenta me dice que está bloqueada,1
Cuenta bloqueada (Windows aplicación específica BitLocker),Mi sesión de Windows está bloqueada y no me deja acceder,1
Cuenta bloqueada (Windows aplicación específica BitLocker),Me pide la clave de BitLocker y no puedo continuar,1
Cuenta bloqueada (Windows aplicación específica BitLocker),La aplicación no me deja entrar parece que se bloqueó mi usuario,1
Cuenta bloqueada (Windows aplicación específica BitLocker),No tengo acceso porque se bloqueó la cuenta del sistema,1
Cuenta bloqueada (Windows aplicación específica BitLocker),Me aparece un mensaje de cuenta suspendida cuando intento iniciar sesión,1
Cuenta bloqueada (Windows aplicación específica BitLocker),El sistema me sacó y ahora mi cuenta está deshabilitada,1
Cuenta bloqueada (Windows aplicación específica BitLocker),BitLocker está pidiendo una clave que no tengo no puedo avanzar,1
Cuenta bloqueada (Windows aplicación específica BitLocker),No puedo abrir el programa me dice que la cuenta fue bloqueada por seguridad,1
Cuenta bloqueada (Windows aplicación específica BitLocker),¿Cómo desbloqueo mi usuario? No me deja hacer nada,1
Cuenta bloqueada (Windows aplicación específica BitLocker),No puedo imprimir desde la impresora de red,0
Cuenta bloqueada (Windows aplicación específica BitLocker),El lector de pasaportes no responde al conectar la tablet,0
Cuenta bloqueada (Windows aplicación específica BitLocker),Me aparece un error de certificado al entrar en una web segura,0
Cuenta bloqueada (Windows aplicación específica BitLocker),No tengo conexión Wi-Fi al cambiar de sede,0
Cuenta bloqueada (Windows aplicación específica BitLocker),No me deja abrir la aplicación Avalon en el TPV,0
Cuenta bloqueada (Windows aplicación específica BitLocker),La integración de Gemini con Google Calendar no funciona,0
Cuenta bloqueada (Windows aplicación específica BitLocker),No puedo acceder a GsBase desde esta red,0
Cuenta bloqueada (Windows aplicación específica BitLocker),El sistema muestra una pantalla azul al encender,0
Cuenta bloqueada (Windows aplicación específica BitLocker),No me conecta la VPN desde casa,0
Cuenta bloqueada (Windows aplicación específica BitLocker),No puedo cambiar la configuración de la impresora,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),La impresora no está bien configurada y no me deja imprimir desde Avalon,1
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),No aparece la impresora correcta en el sistema creo que está mal puesta,1
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),La configuración de impresión parece incorrecta no salen los tickets,1
